,0,1
ACAD8,1.0,0.0
GLB1L3,1.0,0.0
GLB1L2,1.0,0.0
B3GAT1,1.0,0.0
AC026369.1,1.0,0.0
IQSEC3,1.0,0.0
SLC6A12,1.0,0.0
SLC6A13,1.0,0.0
KDM5A,0.0,1.0
CCDC77,1.0,0.0
B4GALNT3,0.0,1.0
NINJ2,0.0,1.0
WNK1,1.0,0.0
RAD52,0.0,1.0
ERC1,0.0,1.0
LINC00942,0.0,1.0
FBXL14,0.0,1.0
WNT5B,0.0,1.0
ADIPOR2,1.0,0.0
CACNA2D4,0.0,1.0
LINC00940,0.0,1.0
DCP1B,0.0,1.0
CACNA1C,1.0,0.0
CACNA1C-AS2,0.0,1.0
CACNA1C-AS1,1.0,0.0
FKBP4,0.0,1.0
NRIP2,1.0,0.0
ITFG2,1.0,0.0
AC005841.1,1.0,0.0
FOXM1,0.0,1.0
RHNO1,1.0,0.0
TULP3,0.0,1.0
TEAD4,0.0,1.0
TSPAN9,1.0,0.0
PRMT8,1.0,0.0
PARP11,0.0,1.0
CCND2,1.0,0.0
FGF23,1.0,0.0
C12orf4,0.0,1.0
RAD51AP1,1.0,0.0
DYRK4,0.0,1.0
AKAP3,1.0,0.0
NDUFA9,0.0,1.0
GALNT8,1.0,0.0
KCNA5,0.0,1.0
NTF3,1.0,0.0
ANO2,1.0,0.0
VWF,0.0,1.0
CD9,1.0,0.0
PLEKHG6,1.0,0.0
TNFRSF1A,1.0,0.0
SCNN1A,0.0,1.0
LTBR,0.0,1.0
CD27,0.0,1.0
TAPBPL,1.0,0.0
VAMP1,0.0,1.0
MRPL51,1.0,0.0
NCAPD2,1.0,0.0
GAPDH,0.0,1.0
IFFO1,0.0,1.0
NOP2,1.0,0.0
CHD4,0.0,1.0
LPAR5,1.0,0.0
ACRBP,1.0,0.0
ING4,0.0,1.0
ZNF384,0.0,1.0
PIANP,1.0,0.0
COPS7A,1.0,0.0
MLF2,0.0,1.0
PTMS,1.0,0.0
LAG3,0.0,1.0
CD4,0.0,1.0
GPR162,1.0,0.0
GNB3,0.0,1.0
CDCA3,1.0,0.0
USP5,1.0,0.0
TPI1,1.0,0.0
SPSB2,1.0,0.0
LRRC23,1.0,0.0
ENO2,0.0,1.0
ATN1,0.0,1.0
C12orf57,0.0,1.0
PTPN6,1.0,0.0
PHB2,0.0,1.0
EMG1,0.0,1.0
LPCAT3,0.0,1.0
C1S,0.0,1.0
C1R,1.0,0.0
C1RL,0.0,1.0
C1RL-AS1,1.0,0.0
RBP5,0.0,1.0
CLSTN3,0.0,1.0
PEX5,1.0,0.0
CD163L1,1.0,0.0
GDF3,1.0,0.0
DPPA3,0.0,1.0
NANOGNB,0.0,1.0
NANOG,1.0,0.0
SLC2A14,1.0,0.0
SLC2A3,0.0,1.0
FOXJ2,1.0,0.0
C3AR1,0.0,1.0
NECAP1,0.0,1.0
CLEC4A,0.0,1.0
FAM66C,0.0,1.0
FAM90A1,0.0,1.0
AC092111.1,0.0,1.0
AC092745.1,1.0,0.0
LINC00937,1.0,0.0
CLEC6A,0.0,1.0
CLEC4D,1.0,0.0
MFAP5,1.0,0.0
RIMKLB,0.0,1.0
A2ML1-AS1,0.0,1.0
A2ML1,0.0,1.0
PHC1,0.0,1.0
M6PR,1.0,0.0
KLRG1,1.0,0.0
A2M-AS1,0.0,1.0
A2M,0.0,1.0
PZP,1.0,0.0
LINC00987,1.0,0.0
CLEC2D,1.0,0.0
CLECL1,0.0,1.0
CD69,1.0,0.0
KLRF1,0.0,1.0
CLEC2B,1.0,0.0
CLEC12A,0.0,1.0
CLEC9A,1.0,0.0
CLEC1A,1.0,0.0
CLEC7A,1.0,0.0
GABARAPL1,0.0,1.0
KLRD1,0.0,1.0
KLRC2,1.0,0.0
KLRC1,0.0,1.0
MAGOHB,1.0,0.0
STYK1,1.0,0.0
YBX3,0.0,1.0
TAS2R8,0.0,1.0
TAS2R10,0.0,1.0
PRH1,1.0,0.0
TAS2R13,0.0,1.0
TAS2R50,1.0,0.0
TAS2R20,0.0,1.0
PRR4,0.0,1.0
TAS2R19,0.0,1.0
TAS2R31,1.0,0.0
TAS2R14,1.0,0.0
TAS2R46,1.0,0.0
TAS2R43,0.0,1.0
TAS2R30,1.0,0.0
PRB3,0.0,1.0
PRB4,1.0,0.0
ETV6,0.0,1.0
BCL2L14,0.0,1.0
LRP6,0.0,1.0
MANSC1,0.0,1.0
LOH12CR2,1.0,0.0
DUSP16,0.0,1.0
CREBL2,1.0,0.0
GPR19,0.0,1.0
CDKN1B,1.0,0.0
APOLD1,0.0,1.0
DDX47,0.0,1.0
GPRC5A,1.0,0.0
HEBP1,1.0,0.0
GSG1,0.0,1.0
EMP1,1.0,0.0
GRIN2B,1.0,0.0
ATF7IP,1.0,0.0
PLBD1,0.0,1.0
GUCY2C,0.0,1.0
HIST4H4,0.0,1.0
H2AFJ,1.0,0.0
WBP11,1.0,0.0
ART4,0.0,1.0
C12orf60,1.0,0.0
MGP,1.0,0.0
ERP27,0.0,1.0
ARHGDIB,0.0,1.0
PDE6H,0.0,1.0
RERG,1.0,0.0
PTPRO,1.0,0.0
EPS8,0.0,1.0
STRAP,0.0,1.0
DERA,1.0,0.0
MGST1,1.0,0.0
LMO3,0.0,1.0
PLEKHA5,0.0,1.0
AEBP2,0.0,1.0
PDE3A,0.0,1.0
SLCO1C1,1.0,0.0
SLCO1B3,0.0,1.0
SLCO1A2,1.0,0.0
IAPP,1.0,0.0
PYROXD1,1.0,0.0
RECQL,0.0,1.0
GOLT1B,0.0,1.0
GYS2,1.0,0.0
LDHB,1.0,0.0
KCNJ8,1.0,0.0
ABCC9,1.0,0.0
CMAS,1.0,0.0
ST8SIA1,0.0,1.0
C2CD5,1.0,0.0
ETNK1,0.0,1.0
SOX5,0.0,1.0
BCAT1,1.0,0.0
C12orf77,0.0,1.0
LRMP,1.0,0.0
CASC1,0.0,1.0
KRAS,1.0,0.0
AC087239.1,0.0,1.0
RASSF8-AS1,0.0,1.0
RASSF8,1.0,0.0
BHLHE41,0.0,1.0
SSPN,0.0,1.0
ITPR2,1.0,0.0
FGFR1OP2,1.0,0.0
AC024896.1,1.0,0.0
TM7SF3,1.0,0.0
MED21,1.0,0.0
STK38L,0.0,1.0
ARNTL2,0.0,1.0
SMCO2,0.0,1.0
PPFIBP1,1.0,0.0
REP15,0.0,1.0
MRPS35,0.0,1.0
MANSC4,0.0,1.0
KLHL42,1.0,0.0
PTHLH,1.0,0.0
CCDC91,0.0,1.0
AC012150.1,0.0,1.0
FAR2,1.0,0.0
ERGIC2,1.0,0.0
OVCH1-AS1,0.0,1.0
OVCH1,0.0,1.0
TMTC1,1.0,0.0
IPO8,1.0,0.0
CAPRIN2,1.0,0.0
LINC00941,0.0,1.0
TSPAN11,0.0,1.0
DDX11-AS1,1.0,0.0
DDX11,1.0,0.0
AC024940.1,1.0,0.0
DENND5B,1.0,0.0
DENND5B-AS1,0.0,1.0
AMN1,0.0,1.0
H3F3C,0.0,1.0
KIAA1551,1.0,0.0
BICD1,1.0,0.0
FGD4,1.0,0.0
DNM1L,0.0,1.0
YARS2,1.0,0.0
PKP2,0.0,1.0
SYT10,1.0,0.0
ALG10,0.0,1.0
ALG10B,0.0,1.0
CPNE8,1.0,0.0
AC067735.1,1.0,0.0
KIF21A,1.0,0.0
ABCD2,1.0,0.0
SLC2A13,0.0,1.0
LRRK2,1.0,0.0
MUC19,0.0,1.0
CNTN1,0.0,1.0
PDZRN4,0.0,1.0
GXYLT1,1.0,0.0
YAF2,1.0,0.0
ZCRB1,1.0,0.0
PPHLN1,1.0,0.0
PRICKLE1,1.0,0.0
PUS7L,1.0,0.0
IRAK4,1.0,0.0
TWF1,0.0,1.0
TMEM117,0.0,1.0
NELL2,1.0,0.0
DBX2,1.0,0.0
ANO6,0.0,1.0
ARID2,1.0,0.0
SCAF11,1.0,0.0
SLC38A1,1.0,0.0
SLC38A2,0.0,1.0
SLC38A4,0.0,1.0
AMIGO2,0.0,1.0
PCED1B,1.0,0.0
RPAP3,1.0,0.0
ENDOU,0.0,1.0
RAPGEF3,0.0,1.0
SLC48A1,1.0,0.0
AC004466.1,0.0,1.0
HDAC7,0.0,1.0
VDR,1.0,0.0
TMEM106C,0.0,1.0
COL2A1,1.0,0.0
SENP1,0.0,1.0
PFKM,1.0,0.0
ASB8,1.0,0.0
H1FNT,0.0,1.0
ZNF641,1.0,0.0
ANP32D,0.0,1.0
C12orf54,0.0,1.0
OR4K2,1.0,0.0
OR11G2,1.0,0.0
AL356019.1,1.0,0.0
OR11H4,1.0,0.0
TTC5,1.0,0.0
CCNB1IP1,1.0,0.0
PARP2,0.0,1.0
TEP1,1.0,0.0
KLHL33,0.0,1.0
OSGEP,0.0,1.0
APEX1,1.0,0.0
PNP,0.0,1.0
RNASE9,0.0,1.0
ANG,0.0,1.0
RNASE4,0.0,1.0
EDDM3B,0.0,1.0
RNASE6,0.0,1.0
RNASE1,0.0,1.0
METTL17,0.0,1.0
SLC39A2,0.0,1.0
TPPP2,1.0,0.0
RNASE13,1.0,0.0
RNASE7,0.0,1.0
NDRG2,0.0,1.0
RNASE8,1.0,0.0
ARHGEF40,1.0,0.0
ZNF219,1.0,0.0
TMEM253,0.0,1.0
OR5AU1,0.0,1.0
HNRNPC,0.0,1.0
RPGRIP1,0.0,1.0
SUPT16H,0.0,1.0
CHD8,0.0,1.0
RAB2B,1.0,0.0
TOX4,0.0,1.0
METTL3,1.0,0.0
SALL2,0.0,1.0
OR10G3,1.0,0.0
TRAV3,0.0,1.0
TRAV8-2,1.0,0.0
TRAV26-2,1.0,0.0
TRAV38-2DV8,1.0,0.0
TRDC,0.0,1.0
TRDV3,1.0,0.0
MDGA2,1.0,0.0
LINC00648,1.0,0.0
RPS29,1.0,0.0
AL139099.1,0.0,1.0
LRR1,1.0,0.0
RPL36AL,0.0,1.0
MGAT2,0.0,1.0
DNAAF2,1.0,0.0
POLE2,1.0,0.0
KLHDC1,0.0,1.0
KLHDC2,0.0,1.0
NEMF,0.0,1.0
AL627171.2,0.0,1.0
AL627171.1,1.0,0.0
ARF6,1.0,0.0
VCPKMT,1.0,0.0
SOS2,1.0,0.0
L2HGDH,1.0,0.0
ATP5S,1.0,0.0
CDKL1,1.0,0.0
MAP4K5,1.0,0.0
ATL1,0.0,1.0
SAV1,0.0,1.0
NIN,0.0,1.0
ABHD12B,1.0,0.0
PYGL,1.0,0.0
WASIR2,1.0,0.0
POLR3K,1.0,0.0
SNRNP25,1.0,0.0
RHBDF1,0.0,1.0
MPG,1.0,0.0
NPRL3,1.0,0.0
HBZ,0.0,1.0
HBM,1.0,0.0
HBA2,1.0,0.0
HBA1,1.0,0.0
HBQ1,1.0,0.0
LUC7L,0.0,1.0
RGS11,0.0,1.0
ARHGDIG,0.0,1.0
PDIA2,1.0,0.0
AXIN1,1.0,0.0
MRPL28,0.0,1.0
TMEM8A,1.0,0.0
NME4,1.0,0.0
DECR2,0.0,1.0
RAB11FIP3,0.0,1.0
CAPN15,1.0,0.0
NHLRC4,1.0,0.0
PIGQ,1.0,0.0
RAB40C,1.0,0.0
WFIKKN1,0.0,1.0
AL022341.1,0.0,1.0
WDR90,0.0,1.0
RHOT2,1.0,0.0
RHBDL1,0.0,1.0
STUB1,1.0,0.0
JMJD8,0.0,1.0
WDR24,1.0,0.0
FBXL16,1.0,0.0
METRN,1.0,0.0
FAM173A,1.0,0.0
CCDC78,0.0,1.0
HAGHL,0.0,1.0
NARFL,0.0,1.0
MSLN,1.0,0.0
MSLNL,0.0,1.0
RPUSD1,1.0,0.0
CHTF18,1.0,0.0
GNG13,0.0,1.0
PRR25,0.0,1.0
LMF1,0.0,1.0
AC009041.2,0.0,1.0
SOX8,1.0,0.0
AC009041.1,1.0,0.0
CACNA1H,1.0,0.0
TPSAB1,0.0,1.0
UBE2I,0.0,1.0
BAIAP3,1.0,0.0
TSR3,1.0,0.0
GNPTG,1.0,0.0
UNKL,1.0,0.0
C16orf91,1.0,0.0
CCDC154,0.0,1.0
CLCN7,1.0,0.0
TELO2,0.0,1.0
TMEM204,0.0,1.0
IFT140,1.0,0.0
MAPK8IP3,0.0,1.0
NME3,0.0,1.0
MRPS34,0.0,1.0
EME2,0.0,1.0
SPSB3,0.0,1.0
NUBP2,1.0,0.0
IGFALS,1.0,0.0
HAGH,0.0,1.0
FAHD1,1.0,0.0
MEIOB,1.0,0.0
HS3ST6,1.0,0.0
MSRB1,1.0,0.0
RPL3L,1.0,0.0
NDUFB10,1.0,0.0
RPS2,1.0,0.0
SNHG9,0.0,1.0
RNF151,0.0,1.0
TBL3,0.0,1.0
NOXO1,0.0,1.0
AC005606.1,0.0,1.0
GFER,0.0,1.0
SYNGR3,0.0,1.0
ZNF598,1.0,0.0
NPW,1.0,0.0
SLC9A3R2,1.0,0.0
NTHL1,1.0,0.0
TSC2,0.0,1.0
PKD1,0.0,1.0
RAB26,0.0,1.0
TRAF7,1.0,0.0
CASKIN1,0.0,1.0
AC009065.3,0.0,1.0
MLST8,1.0,0.0
BRICD5,0.0,1.0
PGP,1.0,0.0
E4F1,0.0,1.0
DNASE1L2,0.0,1.0
ECI1,0.0,1.0
AC009065.1,0.0,1.0
RNPS1,1.0,0.0
ABCA3,1.0,0.0
CCNF,1.0,0.0
NTN3,0.0,1.0
TBC1D24,0.0,1.0
ATP6V0C,0.0,1.0
AMDHD2,1.0,0.0
CEMP1,0.0,1.0
PDPK1,0.0,1.0
KCTD5,0.0,1.0
AC092117.1,1.0,0.0
PRSS27,0.0,1.0
SRRM2-AS1,0.0,1.0
SRRM2,0.0,1.0
PRSS33,1.0,0.0
PRSS41,0.0,1.0
PRSS21,0.0,1.0
ZG16B,0.0,1.0
PRSS22,1.0,0.0
FLYWCH2,1.0,0.0
FLYWCH1,0.0,1.0
KREMEN2,0.0,1.0
PAQR4,0.0,1.0
PKMYT1,0.0,1.0
CLDN9,0.0,1.0
CLDN6,0.0,1.0
TNFRSF12A,1.0,0.0
HCFC1R1,0.0,1.0
THOC6,0.0,1.0
MMP25,0.0,1.0
IL32,0.0,1.0
ZSCAN10,1.0,0.0
ZNF205,0.0,1.0
ZNF213,0.0,1.0
ZNF200,0.0,1.0
MEFV,1.0,0.0
ZNF263,1.0,0.0
TIGD7,1.0,0.0
ZNF75A,1.0,0.0
MTRNR2L4,1.0,0.0
ZSCAN32,1.0,0.0
ZNF174,1.0,0.0
ZNF597,0.0,1.0
NAA60,0.0,1.0
C16orf90,1.0,0.0
CLUAP1,0.0,1.0
NLRC3,1.0,0.0
SLX4,0.0,1.0
DNASE1,1.0,0.0
TRAP1,0.0,1.0
CREBBP,0.0,1.0
ADCY9,1.0,0.0
SRL,1.0,0.0
TFAP4,1.0,0.0
GLIS2,1.0,0.0
PAM16,0.0,1.0
VASN,1.0,0.0
CORO7-PAM16,0.0,1.0
CORO7,1.0,0.0
DNAJA3,1.0,0.0
NMRAL1,1.0,0.0
HMOX2,1.0,0.0
CDIP1,0.0,1.0
C16orf96,0.0,1.0
UBALD1,1.0,0.0
MGRN1,1.0,0.0
NUDT16L1,1.0,0.0
ANKS3,1.0,0.0
C16orf71,0.0,1.0
ZNF500,1.0,0.0
SEPT12,0.0,1.0
SMIM22,0.0,1.0
ROGDI,1.0,0.0
GLYR1,1.0,0.0
UBN1,0.0,1.0
PPL,1.0,0.0
SEC14L5,0.0,1.0
NAGPA,1.0,0.0
C16orf89,0.0,1.0
ALG1,1.0,0.0
RBFOX1,0.0,1.0
METTL22,1.0,0.0
ABAT,0.0,1.0
TMEM186,0.0,1.0
PMM2,1.0,0.0
CARHSP1,1.0,0.0
USP7,0.0,1.0
C16orf72,0.0,1.0
GRIN2A,1.0,0.0
ATF7IP2,0.0,1.0
EMP2,1.0,0.0
TEKT5,0.0,1.0
NUBP1,0.0,1.0
TVP23A,1.0,0.0
CIITA,0.0,1.0
DEXI,1.0,0.0
CLEC16A,1.0,0.0
SOCS1,0.0,1.0
RMI2,1.0,0.0
LITAF,0.0,1.0
SNN,1.0,0.0
TXNDC11,0.0,1.0
ZC3H7A,0.0,1.0
BCAR4,1.0,0.0
RSL1D1,1.0,0.0
GSPT1,0.0,1.0
TNFRSF17,1.0,0.0
AC007216.2,1.0,0.0
SNX29,0.0,1.0
CPPED1,1.0,0.0
SHISA9,1.0,0.0
U91319.1,1.0,0.0
ERCC4,1.0,0.0
MKL2,0.0,1.0
PARN,0.0,1.0
BFAR,0.0,1.0
PLA2G10,0.0,1.0
NPIPA3,1.0,0.0
NPIPA2,1.0,0.0
NOMO1,0.0,1.0
NPIPA1,1.0,0.0
NTAN1,0.0,1.0
PDXDC1,0.0,1.0
RRN3,1.0,0.0
AC126763.1,0.0,1.0
NPIPA5,1.0,0.0
MPV17L,0.0,1.0
C16orf45,1.0,0.0
NDE1,0.0,1.0
MYH11,1.0,0.0
FOPNL,1.0,0.0
ABCC1,0.0,1.0
ABCC6,1.0,0.0
NOMO3,1.0,0.0
NPIPA7,0.0,1.0
XYLT1,1.0,0.0
NOMO2,0.0,1.0
RPS15A,0.0,1.0
ARL6IP1,1.0,0.0
SMG1,1.0,0.0
AC092287.1,0.0,1.0
TMC7,1.0,0.0
COQ7,0.0,1.0
ITPRIPL2,0.0,1.0
SYT17,1.0,0.0
CLEC19A,1.0,0.0
TMC5,1.0,0.0
GDE1,1.0,0.0
CCP110,0.0,1.0
KNOP1,1.0,0.0
IQCK,0.0,1.0
GPRC5B,1.0,0.0
ACSM5,1.0,0.0
ACSM2A,0.0,1.0
ACSM2B,0.0,1.0
ACSM1,0.0,1.0
ACSM3,0.0,1.0
THUMPD1,0.0,1.0
ERI2,1.0,0.0
DCUN1D3,1.0,0.0
LYRM1,1.0,0.0
DNAH3,1.0,0.0
TMEM159,1.0,0.0
CRYM,0.0,1.0
NPIPB3,1.0,0.0
METTL9,1.0,0.0
IGSF6,1.0,0.0
OTOA,0.0,1.0
NPIPB4,0.0,1.0
UQCRC2,1.0,0.0
VWA3A,1.0,0.0
SDR42E2,1.0,0.0
EEF2K,1.0,0.0
POLR3E,0.0,1.0
CDR2,1.0,0.0
NPIPB5,0.0,1.0
HS3ST2,1.0,0.0
USP31,1.0,0.0
SCNN1G,1.0,0.0
SCNN1B,0.0,1.0
COG7,0.0,1.0
GGA2,0.0,1.0
EARS2,0.0,1.0
UBFD1,0.0,1.0
NDUFAB1,0.0,1.0
PALB2,1.0,0.0
DCTN5,0.0,1.0
PLK1,0.0,1.0
ERN2,1.0,0.0
CHP2,0.0,1.0
PRKCB,1.0,0.0
AC008938.1,0.0,1.0
RBBP6,0.0,1.0
TNRC6A,0.0,1.0
SLC5A11,1.0,0.0
AC008731.1,1.0,0.0
ARHGAP17,1.0,0.0
LCMT1,1.0,0.0
AQP8,1.0,0.0
ZKSCAN2,1.0,0.0
C16orf82,0.0,1.0
KDM8,1.0,0.0
NSMCE1,1.0,0.0
IL4R,0.0,1.0
IL21R-AS1,1.0,0.0
GTF3C1,1.0,0.0
KIAA0556,0.0,1.0
GSG1L,1.0,0.0
PIK3C3,0.0,1.0
LINC00907,0.0,1.0
RIT2,1.0,0.0
SYT4,1.0,0.0
SETBP1,1.0,0.0
SLC14A2,0.0,1.0
SLC14A1,0.0,1.0
SIGLEC15,0.0,1.0
EPG5,0.0,1.0
PSTPIP2,1.0,0.0
HAUS1,1.0,0.0
C18orf25,1.0,0.0
RNF165,1.0,0.0
ST8SIA5,1.0,0.0
PIAS2,1.0,0.0
C19orf57,0.0,1.0
CC2D1A,0.0,1.0
PODNL1,1.0,0.0
DCAF15,0.0,1.0
RFX1,1.0,0.0
IL27RA,1.0,0.0
PALM3,1.0,0.0
C19orf67,0.0,1.0
SAMD1,1.0,0.0
PRKACA,1.0,0.0
ASF1B,0.0,1.0
DDX39A,1.0,0.0
PKN1,1.0,0.0
PTGER1,1.0,0.0
GIPC1,1.0,0.0
DNAJB1,0.0,1.0
TECR,0.0,1.0
NDUFB7,0.0,1.0
ZNF333,0.0,1.0
OR7C1,0.0,1.0
OR7A5,1.0,0.0
OR7A17,0.0,1.0
SLC1A6,1.0,0.0
OR1I1,0.0,1.0
SYDE1,0.0,1.0
ILVBL,1.0,0.0
AC003956.1,0.0,1.0
NOTCH3,0.0,1.0
EPHX3,1.0,0.0
BRD4,0.0,1.0
AKAP8,1.0,0.0
AKAP8L,0.0,1.0
WIZ,1.0,0.0
RASAL3,0.0,1.0
CYP4F8,0.0,1.0
CYP4F3,1.0,0.0
CYP4F12,0.0,1.0
OR10H1,0.0,1.0
UCA1,0.0,1.0
CYP4F11,1.0,0.0
TPM4,0.0,1.0
RAB8A,1.0,0.0
HSH2D,1.0,0.0
CIB3,1.0,0.0
FAM32A,1.0,0.0
AP1M1,1.0,0.0
KLF2,1.0,0.0
EPS15L1,1.0,0.0
CALR3,0.0,1.0
C19orf44,1.0,0.0
CHERP,1.0,0.0
SLC35E1,0.0,1.0
MED26,0.0,1.0
SMIM7,0.0,1.0
TMEM38A,1.0,0.0
NWD1,1.0,0.0
SIN3B,0.0,1.0
F2RL3,1.0,0.0
CPAMD8,1.0,0.0
HAUS8,1.0,0.0
MYO9B,1.0,0.0
USE1,1.0,0.0
OCEL1,1.0,0.0
NR2F6,1.0,0.0
USHBP1,1.0,0.0
BABAM1,0.0,1.0
ANKLE1,1.0,0.0
MRPL34,1.0,0.0
ABHD8,1.0,0.0
DDA1,1.0,0.0
ANO8,1.0,0.0
GTPBP3,1.0,0.0
PLVAP,0.0,1.0
BST2,1.0,0.0
MVB12A,1.0,0.0
TMEM221,0.0,1.0
NXNL1,1.0,0.0
SLC27A1,1.0,0.0
PGLS,1.0,0.0
FAM129C,1.0,0.0
COLGALT1,0.0,1.0
UNC13A,1.0,0.0
MAP1S,0.0,1.0
FCHO1,0.0,1.0
B3GNT3,0.0,1.0
INSL3,1.0,0.0
JAK3,1.0,0.0
RPL18A,1.0,0.0
SLC5A5,1.0,0.0
CCDC124,0.0,1.0
KCNN1,0.0,1.0
ARRDC2,0.0,1.0
IL12RB1,0.0,1.0
MAST3,1.0,0.0
PIK3R2,0.0,1.0
IFI30,1.0,0.0
MPV17L2,0.0,1.0
RAB3A,0.0,1.0
PDE4C,0.0,1.0
JUND,1.0,0.0
LSM4,0.0,1.0
PGPEP1,0.0,1.0
GDF15,1.0,0.0
LRRC25,1.0,0.0
AC008397.1,1.0,0.0
SSBP4,0.0,1.0
ISYNA1,0.0,1.0
ELL,0.0,1.0
FKBP8,0.0,1.0
KXD1,1.0,0.0
UBA52,0.0,1.0
CRLF1,1.0,0.0
TMEM59L,1.0,0.0
KLHL26,1.0,0.0
CRTC1,0.0,1.0
COMP,1.0,0.0
UPF1,1.0,0.0
CERS1,0.0,1.0
COPE,1.0,0.0
DDX49,1.0,0.0
HOMER3,0.0,1.0
SUGP2,0.0,1.0
ARMC6,1.0,0.0
SLC25A42,0.0,1.0
TMEM161A,0.0,1.0
MEF2B,1.0,0.0
RFXANK,0.0,1.0
NR2C2AP,0.0,1.0
NCAN,1.0,0.0
HAPLN4,0.0,1.0
TM6SF2,0.0,1.0
SUGP1,0.0,1.0
MAU2,1.0,0.0
GATAD2A,1.0,0.0
TSSK6,0.0,1.0
NDUFA13,1.0,0.0
YJEFN3,0.0,1.0
CILP2,0.0,1.0
PBX4,0.0,1.0
AC002306.1,1.0,0.0
LPAR2,1.0,0.0
GMIP,0.0,1.0
ATP13A1,0.0,1.0
ZNF101,0.0,1.0
ZNF14,1.0,0.0
LINC00663,1.0,0.0
ZNF506,1.0,0.0
ZNF253,1.0,0.0
ZNF93,1.0,0.0
ZNF682,1.0,0.0
ZNF90,1.0,0.0
ZNF486,0.0,1.0
ZNF737,1.0,0.0
ZNF626,1.0,0.0
ZNF66,0.0,1.0
AC010329.1,0.0,1.0
ZNF85,0.0,1.0
ZNF430,1.0,0.0
ZNF714,0.0,1.0
ZNF431,0.0,1.0
ZNF708,1.0,0.0
ZNF738,1.0,0.0
ZNF493,1.0,0.0
LINC00664,1.0,0.0
ZNF429,1.0,0.0
ZNF100,1.0,0.0
ZNF43,0.0,1.0
ZNF208,0.0,1.0
ZNF257,1.0,0.0
ZNF676,1.0,0.0
ZNF729,0.0,1.0
AC025811.1,0.0,1.0
ZNF98,1.0,0.0
ZNF492,1.0,0.0
ZNF99,1.0,0.0
ZNF723,1.0,0.0
ZNF728,0.0,1.0
ZNF730,1.0,0.0
AC092329.1,0.0,1.0
ZNF91,0.0,1.0
ZNF675,0.0,1.0
ZNF681,1.0,0.0
ZNF726,0.0,1.0
ZNF254,1.0,0.0
LINC00662,0.0,1.0
AC005307.1,1.0,0.0
AC005616.1,0.0,1.0
AC011524.1,0.0,1.0
AC011524.2,1.0,0.0
LINC00906,0.0,1.0
UQCRFS1,0.0,1.0
POP4,1.0,0.0
PLEKHF1,0.0,1.0
C19orf12,0.0,1.0
CCNE1,1.0,0.0
URI1,1.0,0.0
FHIT,0.0,1.0
PTPRG,1.0,0.0
C3orf14,1.0,0.0
CADPS,1.0,0.0
SYNPR,1.0,0.0
SYNPR-AS1,0.0,1.0
SNTN,1.0,0.0
THOC7,0.0,1.0
ATXN7,0.0,1.0
PSMD6-AS2,1.0,0.0
PSMD6,0.0,1.0
PRICKLE2-AS3,0.0,1.0
PRICKLE2,1.0,0.0
ADAMTS9,1.0,0.0
ADAMTS9-AS2,1.0,0.0
MAGI1,1.0,0.0
MAGI1-AS1,1.0,0.0
SLC25A26,1.0,0.0
LRIG1,0.0,1.0
KBTBD8,0.0,1.0
SUCLG2,0.0,1.0
FAM19A1,0.0,1.0
FAM19A4,1.0,0.0
EOGT,1.0,0.0
TMF1,0.0,1.0
UBA3,0.0,1.0
ARL6IP5,0.0,1.0
LMOD3,1.0,0.0
FRMD4B,0.0,1.0
MITF,1.0,0.0
FOXP1,0.0,1.0
FOXP1-AS1,0.0,1.0
EIF4E3,0.0,1.0
GPR27,0.0,1.0
PROK2,0.0,1.0
LINC00877,1.0,0.0
LINC00870,0.0,1.0
RYBP,0.0,1.0
SHQ1,0.0,1.0
GXYLT2,1.0,0.0
PPP4R2,1.0,0.0
EBLN2,0.0,1.0
PDZRN3,1.0,0.0
PDZRN3-AS1,1.0,0.0
CNTN3,0.0,1.0
LINC00960,0.0,1.0
ZNF717,0.0,1.0
ROBO2,0.0,1.0
ROBO1,1.0,0.0
GBE1,1.0,0.0
LINC00971,1.0,0.0
CADM2,1.0,0.0
VGLL3,1.0,0.0
CHMP2B,0.0,1.0
HTR1F,1.0,0.0
CGGBP1,1.0,0.0
ZNF654,1.0,0.0
C3orf38,1.0,0.0
EPHA3,1.0,0.0
CLDND1,0.0,1.0
CPOX,1.0,0.0
ST3GAL6-AS1,0.0,1.0
ST3GAL6,0.0,1.0
DCBLD2,0.0,1.0
LINC00973,1.0,0.0
COL8A1,0.0,1.0
FILIP1L,0.0,1.0
CMSS1,0.0,1.0
TBC1D23,0.0,1.0
NIT2,0.0,1.0
LNP1,1.0,0.0
TMEM45A,0.0,1.0
TFG,1.0,0.0
ABI3BP,0.0,1.0
IMPG2,1.0,0.0
SENP7,0.0,1.0
TRMT10C,0.0,1.0
PCNP,0.0,1.0
ZBTB11,1.0,0.0
ZBTB11-AS1,0.0,1.0
RPL24,0.0,1.0
CEP97,0.0,1.0
NXPE3,0.0,1.0
NFKBIZ,1.0,0.0
ALCAM,0.0,1.0
CBLB,0.0,1.0
LINC00882,0.0,1.0
AC063944.1,0.0,1.0
BBX,1.0,0.0
LINC00635,0.0,1.0
LINC00636,1.0,0.0
CD47,1.0,0.0
IFT57,0.0,1.0
HHLA2,1.0,0.0
MYH15,1.0,0.0
DZIP3,0.0,1.0
RETNLB,1.0,0.0
TRAT1,1.0,0.0
MORC1,0.0,1.0
